EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON
5269674,SANTA ROSA (ZONE),GULF BREEZE,10/13/2001,1410,Waterspout, , ,0,0,0,0,FL,CST, ,1123916,M,113,MOB,0,0,EMERGENCY MANAGER, , , , , , , ,GULF BREEZE,10/13/2001,1411, , , , 
5270500,MIAMI-DADE CO.,MIAMI,10/21/2001,1930,Heavy Rain, , ,0,0,0,0,FL,EST, ,1123468,C,86,MFL,0,0,EMERGENCY MANAGER, , , , , , , ,MIAMI,10/21/2001,2300, , , , 
5270503,COASTAL DADE (ZONE), ,10/26/2001,2300,High Wind, , ,1,0,10000,0,FL,EST, ,1123471,Z,74,MFL,0,0,BROADCAST MEDIA, , , , , , , , ,10/28/2001,1500, , , , 
5272141,COASTAL DADE (ZONE), ,11/05/2001,200,Hurricane (Typhoon), , ,0,0,10000,0,FL,EST, ,1124518,Z,74,MFL,0,0,NEWSPAPER, , , , , , , , ,11/05/2001,1200, , , , 
5272144,MIAMI-DADE CO.,KEY BISCAYNE,11/05/2001,1025,Tornado, ,F0,0,0,6000,0,FL,EST, ,1124519,C,86,MFL,0,0,TRAINED SPOTTER, ,0.5,10, , , , ,KEY BISCAYNE,11/05/2001,1027,25.66667,-80.21667,25.66667,-80.21667
5277281,MIAMI-DADE CO.,HOMESTEAD,01/02/2002,1540,Tornado, ,F1,0,0,50000,0,FL,EST, ,1130044,C,86,MFL,0,0,AMATEUR RADIO, ,10,50,10,W,10,W,HOMESTEAD,01/02/2002,1555,25.46667,-80.63333,25.46667,-80.46667
5277284,COASTAL DADE (ZONE), ,01/04/2002,500,Extreme Cold/Wind Chill, , ,0,0,0,0,FL,EST, ,1130045,Z,74,MFL,0,0,AWOS,ASOS,MESONET,ETC, , , , , , , , ,01/04/2002,800, 
5296374,MIAMI-DADE CO.,MIAMI BEACH,05/12/2002,1400,Rip Current, , ,1,0,0,0,FL,EST, ,1134851,C,86,MFL,0,0,NEWSPAPER, , , , , , , ,MIAMI BEACH,05/12/2002,1400, , , , 
5296376,MIAMI-DADE CO.,HIALEAH,05/30/2002,907,Tornado, ,F0,0,0,0,0,FL,EST, ,1134853,C,86,MFL,0,0,LAW ENFORCEMENT, ,0.1,10, , , , ,HIALEAH,05/30/2002,907,25.85,-80.26667,25.85,-80.26667
5296377,MIAMI-DADE CO.,MIAMI LAKE,05/30/2002,928,Funnel Cloud, , ,0,0,0,0,FL,EST, ,1134854,C,86,MFL,0,0,GENERAL PUBLIC, , , , , , , ,MIAMI LAKE,05/30/2002,928, , , , 
