EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON
308238,SUFFOLK CO.,DORCHESTER CENTER,05/07/2011,1702,Lightning, , ,0,0,250000,0,MA,EST-5, ,51460,C,25,BOX,0,0,Newspaper, , , ,1,NNE,1,NNE,DORCHESTER CENTER,05/07/2011,1702,42.2871,-71.0664,42.2871,-71.0664
323415,SUFFOLK CO.,BOSTON,06/01/2011,2026,Thunderstorm Wind,50.00, ,0,0,20000,0,MA,EST-5,EG,52130,C,25,BOX,0,0,Emergency Manager, , , ,0,N,0,N,BOSTON,06/01/2011,2026,42.32,-71.07,42.32,-71.07
334454,SUFFOLK (ZONE), ,07/22/2011,1100,Excessive Heat, , ,0,0,0,0,MA,EST-5, ,55659,Z,15,BOX,0,0,ASOS, , , , , , , , ,07/22/2011,1500, , , , 
337584,SUFFOLK CO.,BOSTON,08/19/2011,1421,Thunderstorm Wind,50.00, ,0,0,5000,0,MA,EST-5,EG,55362,C,25,BOX,0,0,Amateur Radio, , , ,0,N,0,N,BOSTON,08/19/2011,1421,42.32,-71.07,42.32,-71.07
337589,SUFFOLK CO.,BOSTON,08/19/2011,1425,Thunderstorm Wind,50.00, ,0,0,10000,0,MA,EST-5,EG,55362,C,25,BOX,0,0,Amateur Radio, , , ,0,N,0,N,BOSTON,08/19/2011,1425,42.32,-71.07,42.32,-71.07
337590,SUFFOLK CO.,CHARLESTOWN,08/19/2011,1426,Hail,0.75, ,0,0,0,0,MA,EST-5, ,55362,C,25,BOX,0,0,Public, , , ,1,SSE,1,SSE,CHARLESTOWN,08/19/2011,1426,42.36,-71.06,42.36,-71.06
337596,SUFFOLK CO.,BOSTON,08/19/2011,1430,Hail,1.00, ,0,0,0,0,MA,EST-5, ,55362,C,25,BOX,0,0,Amateur Radio, , , ,0,N,0,N,BOSTON,08/19/2011,1430,42.32,-71.07,42.32,-71.07
337746,SUFFOLK CO.,(BOS)LOGAN INTL ARPT,08/19/2011,1430,Lightning, , ,0,0,15000,0,MA,EST-5, ,55362,C,25,BOX,0,0,Newspaper, , , ,1,SW,1,SW,(BOS)LOGAN INTL ARPT,08/19/2011,1430,42.3613,-71.0101,42.3613,-71.0101
337853,SUFFOLK CO.,WINTHROP,08/21/2011,1200,Lightning, , ,0,1,0,0,MA,EST-5, ,56321,C,25,BOX,0,0,Fire Department/Rescue, , , ,2,SSE,2,SSE,WINTHROP,08/21/2011,1200,42.353,-70.9619,42.353,-70.9619
341417,SUFFOLK (ZONE), ,08/28/2011,745,Tropical Storm, , ,0,0,3450000,0,MA,EST-5, ,56851,Z,15,BOX,0,0,Amateur Radio, , , , , , , , ,08/28/2011,1400, , , , 
